[GEO] Natural Earth 10m Coastline
N011.02.34.491 W085.43.07.901 N011.01.44.247 W085.44.02.979 COLOR_Coastline
N011.01.44.247 W085.44.02.979 N011.01.26.669 W085.44.27.442 COLOR_Coastline
N011.01.26.669 W085.44.27.442 N011.01.22.860 W085.44.45.606 COLOR_Coastline
N011.01.22.860 W085.44.45.606 N011.01.14.364 W085.44.45.606 COLOR_Coastline
N011.01.14.364 W085.44.45.606 N011.00.42.723 W085.44.15.284 COLOR_Coastline
N011.00.42.723 W085.44.15.284 N011.00.24.852 W085.43.49.356 COLOR_Coastline
N011.00.24.852 W085.43.49.356 N011.00.00.096 W085.42.48.712 COLOR_Coastline
N011.00.00.096 W085.42.48.712 N010.59.41.346 W085.42.22.638 COLOR_Coastline
N010.59.41.346 W085.42.22.638 N010.58.59.598 W085.41.53.341 COLOR_Coastline
N010.58.59.598 W085.41.53.341 N010.58.12.870 W085.41.40.890 COLOR_Coastline
N010.58.12.870 W085.41.40.890 N010.57.33.319 W085.41.55.977 COLOR_Coastline
N010.57.33.319 W085.41.55.977 N010.57.13.690 W085.42.49.444 COLOR_Coastline
N010.57.13.690 W085.42.49.444 N010.56.46.883 W085.42.49.444 COLOR_Coastline
N010.56.46.883 W085.42.49.444 N010.56.26.962 W085.42.32.013 COLOR_Coastline
N010.56.26.962 W085.42.32.013 N010.56.02.499 W085.42.28.057 COLOR_Coastline
N010.56.02.499 W085.42.28.057 N010.55.41.844 W085.42.38.018 COLOR_Coastline
N010.55.41.844 W085.42.38.018 N010.55.33.348 W085.43.01.456 COLOR_Coastline
N010.55.33.348 W085.43.01.456 N010.55.39.647 W085.43.30.753 COLOR_Coastline
N010.55.39.647 W085.43.30.753 N010.56.11.141 W085.44.02.979 COLOR_Coastline
N010.56.11.141 W085.44.02.979 N010.56.22.567 W085.44.27.589 COLOR_Coastline
N010.56.22.567 W085.44.27.589 N010.56.26.083 W085.45.40.099 COLOR_Coastline
N010.56.26.083 W085.45.40.099 N010.56.14.803 W085.46.56.856 COLOR_Coastline
N010.56.14.803 W085.46.56.856 N010.55.48.876 W085.47.36.114 COLOR_Coastline
N010.55.48.876 W085.47.36.114 N010.55.08.739 W085.46.55.099 COLOR_Coastline
N010.55.08.739 W085.46.55.099 N010.54.46.327 W085.46.55.099 COLOR_Coastline
N010.54.46.327 W085.46.55.099 N010.54.19.667 W085.47.21.905 COLOR_Coastline
N010.54.19.667 W085.47.21.905 N010.54.19.667 W085.47.44.317 COLOR_Coastline
N010.54.19.667 W085.47.44.317 N010.55.01.854 W085.48.30.606 COLOR_Coastline
N010.55.01.854 W085.48.30.606 N010.55.08.739 W085.48.45.548 COLOR_Coastline
N010.55.08.739 W085.48.45.548 N010.55.20.165 W085.48.52.579 COLOR_Coastline
N010.55.20.165 W085.48.52.579 N010.55.46.971 W085.48.43.790 COLOR_Coastline
N010.55.46.971 W085.48.43.790 N010.56.19.198 W085.48.39.249 COLOR_Coastline
N010.56.19.198 W085.48.39.249 N010.56.46.883 W085.48.58.145 COLOR_Coastline
N010.56.46.883 W085.48.58.145 N010.56.57.430 W085.49.43.409 COLOR_Coastline
N010.56.57.430 W085.49.43.409 N010.56.46.883 W085.52.41.388 COLOR_Coastline
N010.56.46.883 W085.52.41.388 N010.56.22.567 W085.52.41.388 COLOR_Coastline
N010.56.22.567 W085.52.41.388 N010.56.17.294 W085.52.08.868 COLOR_Coastline
N010.56.17.294 W085.52.08.868 N010.56.09.090 W085.51.52.169 COLOR_Coastline
N010.56.09.090 W085.51.52.169 N010.55.55.467 W085.51.41.329 COLOR_Coastline
N010.55.55.467 W085.51.41.329 N010.55.33.348 W085.51.27.706 COLOR_Coastline
N010.55.33.348 W085.51.27.706 N010.55.23.387 W085.52.53.399 COLOR_Coastline
N010.55.23.387 W085.52.53.399 N010.54.15.126 W085.55.25.743 COLOR_Coastline
N010.54.15.126 W085.55.25.743 N010.53.54.911 W085.56.47.188 COLOR_Coastline
N010.53.54.911 W085.56.47.188 N010.53.28.104 W085.56.47.188 COLOR_Coastline
N010.53.28.104 W085.56.47.188 N010.53.11.112 W085.54.31.690 COLOR_Coastline
N010.53.11.112 W085.54.31.690 N010.52.30.536 W085.52.58.526 COLOR_Coastline
N010.52.30.536 W085.52.58.526 N010.51.42.342 W085.51.35.177 COLOR_Coastline
N010.51.42.342 W085.51.35.177 N010.51.03.085 W085.49.49.268 COLOR_Coastline
N010.51.03.085 W085.49.49.268 N010.51.02.206 W085.49.20.265 COLOR_Coastline
N010.51.02.206 W085.49.20.265 N010.51.08.944 W085.48.10.684 COLOR_Coastline
N010.51.08.944 W085.48.10.684 N010.51.03.085 W085.47.44.317 COLOR_Coastline
N010.51.03.085 W085.47.44.317 N010.50.38.036 W085.47.23.663 COLOR_Coastline
N010.50.38.036 W085.47.23.663 N010.50.17.967 W085.47.32.599 COLOR_Coastline
N010.50.17.967 W085.47.32.599 N010.50.08.299 W085.47.53.985 COLOR_Coastline
N010.50.08.299 W085.47.53.985 N010.50.13.866 W085.48.11.124 COLOR_Coastline
N010.50.13.866 W085.48.11.124 N010.49.43.104 W085.47.42.266 COLOR_Coastline
N010.49.43.104 W085.47.42.266 N010.48.21.952 W085.46.02.950 COLOR_Coastline
N010.48.21.952 W085.46.02.950 N010.48.21.952 W085.45.41.417 COLOR_Coastline
N010.48.21.952 W085.45.41.417 N010.48.58.280 W085.44.47.364 COLOR_Coastline
N010.48.58.280 W085.44.47.364 N010.48.39.090 W085.42.48.126 COLOR_Coastline
N010.48.39.090 W085.42.48.126 N010.47.46.796 W085.40.49.034 COLOR_Coastline
N010.47.46.796 W085.40.49.034 N010.46.43.807 W085.39.54.981 COLOR_Coastline
N010.46.43.807 W085.39.54.981 N010.42.46.649 W085.39.34.474 COLOR_Coastline
N010.42.46.649 W085.39.34.474 N010.40.44.335 W085.39.46.339 COLOR_Coastline
N010.40.44.335 W085.39.46.339 N010.39.57.020 W085.40.46.397 COLOR_Coastline
N010.39.57.020 W085.40.46.397 N010.39.30.214 W085.40.46.397 COLOR_Coastline
N010.39.30.214 W085.40.46.397 N010.39.30.214 W085.40.21.788 COLOR_Coastline
N010.39.30.214 W085.40.21.788 N010.39.07.801 W085.40.21.788 COLOR_Coastline
N010.39.07.801 W085.40.21.788 N010.38.56.669 W085.41.02.364 COLOR_Coastline
N010.38.56.669 W085.41.02.364 N010.38.46.268 W085.41.04.122 COLOR_Coastline
N010.38.46.268 W085.41.04.122 N010.38.16.385 W085.41.13.204 COLOR_Coastline
N010.38.16.385 W085.41.13.204 N010.38.23.270 W085.41.01.925 COLOR_Coastline
N010.38.23.270 W085.41.01.925 N010.38.30.887 W085.40.54.454 COLOR_Coastline
N010.38.30.887 W085.40.54.454 N010.38.37.772 W085.40.49.620 COLOR_Coastline
N010.38.37.772 W085.40.49.620 N010.38.40.995 W085.40.46.397 COLOR_Coastline
N010.38.40.995 W085.40.46.397 N010.38.16.385 W085.40.21.788 COLOR_Coastline
N010.38.16.385 W085.40.21.788 N010.38.06.717 W085.40.52.989 COLOR_Coastline
N010.38.06.717 W085.40.52.989 N010.37.47.821 W085.41.18.477 COLOR_Coastline
N010.37.47.821 W085.41.18.477 N010.37.02.850 W085.42.00.225 COLOR_Coastline
N010.37.02.850 W085.42.00.225 N010.36.40.438 W085.42.00.225 COLOR_Coastline
N010.36.40.438 W085.42.00.225 N010.36.41.903 W085.41.42.647 COLOR_Coastline
N010.36.41.903 W085.41.42.647 N010.36.36.044 W085.41.38.692 COLOR_Coastline
N010.36.36.044 W085.41.38.692 N010.36.25.497 W085.41.39.132 COLOR_Coastline
N010.36.25.497 W085.41.39.132 N010.36.13.631 W085.41.35.616 COLOR_Coastline
N010.36.13.631 W085.41.35.616 N010.38.40.995 W085.39.08.106 COLOR_Coastline
N010.38.40.995 W085.39.08.106 N010.38.08.915 W085.38.21.524 COLOR_Coastline
N010.38.08.915 W085.38.21.524 N010.37.46.063 W085.38.02.481 COLOR_Coastline
N010.37.46.063 W085.38.02.481 N010.37.16.180 W085.37.54.278 COLOR_Coastline
N010.37.16.180 W085.37.54.278 N010.35.24.413 W085.39.42.677 COLOR_Coastline
N010.35.24.413 W085.39.42.677 N010.35.28.514 W085.40.27.208 COLOR_Coastline
N010.35.28.514 W085.40.27.208 N010.35.31.590 W085.40.40.245 COLOR_Coastline
N010.35.31.590 W085.40.40.245 N010.34.35.340 W085.41.13.204 COLOR_Coastline
N010.34.35.340 W085.41.13.204 N010.34.19.520 W085.41.32.247 COLOR_Coastline
N010.34.19.520 W085.41.32.247 N010.34.07.069 W085.41.52.755 COLOR_Coastline
N010.34.07.069 W085.41.52.755 N010.33.44.217 W085.42.05.059 COLOR_Coastline
N010.33.44.217 W085.42.05.059 N010.32.56.903 W085.42.00.225 COLOR_Coastline
N010.32.56.903 W085.42.00.225 N010.32.56.903 W085.42.22.638 COLOR_Coastline
N010.32.56.903 W085.42.22.638 N010.33.03.348 W085.43.17.716 COLOR_Coastline
N010.33.03.348 W085.43.17.716 N010.32.23.358 W085.44.29.786 COLOR_Coastline
N010.32.23.358 W085.44.29.786 N010.31.54.501 W085.45.40.391 COLOR_Coastline
N010.31.54.501 W085.45.40.391 N010.32.34.784 W085.46.30.489 COLOR_Coastline
N010.32.34.784 W085.46.30.489 N010.32.34.784 W085.46.55.099 COLOR_Coastline
N010.32.34.784 W085.46.55.099 N010.31.26.815 W085.47.25.860 COLOR_Coastline
N010.31.26.815 W085.47.25.860 N010.31.01.766 W085.47.52.227 COLOR_Coastline
N010.31.01.766 W085.47.52.227 N010.30.54.149 W085.48.33.243 COLOR_Coastline
N010.30.54.149 W085.48.33.243 N010.30.29.540 W085.48.33.243 COLOR_Coastline
N010.30.29.540 W085.48.33.243 N010.30.29.540 W085.47.44.317 COLOR_Coastline
N010.30.29.540 W085.47.44.317 N010.30.04.930 W085.47.44.317 COLOR_Coastline
N010.30.04.930 W085.47.44.317 N010.30.00.975 W085.48.01.016 COLOR_Coastline
N010.30.00.975 W085.48.01.016 N010.29.55.702 W085.48.10.684 COLOR_Coastline
N010.29.55.702 W085.48.10.684 N010.29.40.321 W085.48.33.243 COLOR_Coastline
N010.29.40.321 W085.48.33.243 N010.29.02.235 W085.47.55.743 COLOR_Coastline
N010.29.02.235 W085.47.55.743 N010.27.54.852 W085.47.01.397 COLOR_Coastline
N010.27.54.852 W085.47.01.397 N010.26.50.253 W085.46.31.807 COLOR_Coastline
N010.26.50.253 W085.46.31.807 N010.25.53.124 W085.47.48.272 COLOR_Coastline
N010.25.53.124 W085.47.48.272 N010.24.57.313 W085.48.14.347 COLOR_Coastline
N010.24.57.313 W085.48.14.347 N010.24.19.081 W085.48.47.745 COLOR_Coastline
N010.24.19.081 W085.48.47.745 N010.24.43.251 W085.49.49.268 COLOR_Coastline
N010.24.43.251 W085.49.49.268 N010.23.43.631 W085.50.18.712 COLOR_Coastline
N010.23.43.631 W085.50.18.712 N010.22.42.548 W085.51.00.899 COLOR_Coastline
N010.22.42.548 W085.51.00.899 N010.21.53.622 W085.52.03.302 COLOR_Coastline
N010.21.53.622 W085.52.03.302 N010.21.18.173 W085.52.29.962 COLOR_Coastline
N010.21.18.173 W085.52.29.962 N010.20.49.169 W085.51.41.768 COLOR_Coastline
N010.20.49.169 W085.51.41.768 N010.19.12.489 W085.50.25.157 COLOR_Coastline
N010.19.12.489 W085.50.25.157 N010.18.43.339 W085.50.17.393 COLOR_Coastline
N010.18.43.339 W085.50.17.393 N010.18.08.768 W085.50.38.048 COLOR_Coastline
N010.18.08.768 W085.50.38.048 N010.17.20.721 W085.51.27.706 COLOR_Coastline
N010.17.20.721 W085.51.27.706 N010.16.35.604 W085.51.06.612 COLOR_Coastline
N010.16.35.604 W085.51.06.612 N010.15.33.641 W085.50.51.231 COLOR_Coastline
N010.15.33.641 W085.50.51.231 N010.13.51.688 W085.50.38.487 COLOR_Coastline
N010.13.51.688 W085.50.38.487 N010.08.11.991 W085.48.18.155 COLOR_Coastline
N010.08.11.991 W085.48.18.155 N010.07.04.169 W085.47.33.770 COLOR_Coastline
N010.07.04.169 W085.47.33.770 N010.05.27.196 W085.47.04.766 COLOR_Coastline
N010.05.27.196 W085.47.04.766 N010.04.47.645 W085.46.42.794 COLOR_Coastline
N010.04.47.645 W085.46.42.794 N009.57.19.842 W085.40.34.093 COLOR_Coastline
N009.57.19.842 W085.40.34.093 N009.55.49.169 W085.39.56.007 COLOR_Coastline
N009.55.49.169 W085.39.56.007 N009.54.42.079 W085.40.21.788 COLOR_Coastline
N009.54.42.079 W085.40.21.788 N009.54.00.331 W085.39.49.708 COLOR_Coastline
N009.54.00.331 W085.39.49.708 N009.54.01.942 W085.39.25.977 COLOR_Coastline
N009.54.01.942 W085.39.25.977 N009.54.17.909 W085.38.59.317 COLOR_Coastline
N009.54.17.909 W085.38.59.317 N009.54.19.667 W085.38.18.888 COLOR_Coastline
N009.54.19.667 W085.38.18.888 N009.54.05.604 W085.37.50.177 COLOR_Coastline
N009.54.05.604 W085.37.50.177 N009.53.48.465 W085.37.31.866 COLOR_Coastline
N009.53.48.465 W085.37.31.866 N009.53.34.403 W085.37.08.868 COLOR_Coastline
N009.53.34.403 W085.37.08.868 N009.53.19.462 W085.35.31.456 COLOR_Coastline
N009.53.19.462 W085.35.31.456 N009.52.14.715 W085.32.07.989 COLOR_Coastline
N009.52.14.715 W085.32.07.989 N009.52.21.747 W085.32.05.352 COLOR_Coastline
N009.52.21.747 W085.32.05.352 N009.52.33.173 W085.31.51.583 COLOR_Coastline
N009.52.33.173 W085.31.51.583 N009.52.38.592 W085.31.30.636 COLOR_Coastline
N009.52.38.592 W085.31.30.636 N009.52.27.020 W085.31.05.440 COLOR_Coastline
N009.52.27.020 W085.31.05.440 N009.52.10.760 W085.30.52.257 COLOR_Coastline
N009.52.10.760 W085.30.52.257 N009.51.59.921 W085.30.47.569 COLOR_Coastline
N009.51.59.921 W085.30.47.569 N009.51.54.208 W085.30.39.513 COLOR_Coastline
N009.51.54.208 W085.30.39.513 N009.51.52.303 W085.30.16.368 COLOR_Coastline
N009.51.52.303 W085.30.16.368 N009.51.44.100 W085.29.36.817 COLOR_Coastline
N009.51.44.100 W085.29.36.817 N009.51.08.944 W085.28.48.038 COLOR_Coastline
N009.51.08.944 W085.28.48.038 N009.51.00.887 W085.28.13.321 COLOR_Coastline
N009.51.00.887 W085.28.13.321 N009.51.09.383 W085.27.50.030 COLOR_Coastline
N009.51.09.383 W085.27.50.030 N009.51.44.979 W085.26.58.468 COLOR_Coastline
N009.51.44.979 W085.26.58.468 N009.51.52.303 W085.26.23.897 COLOR_Coastline
N009.51.52.303 W085.26.23.897 N009.49.35.780 W085.19.56.739 COLOR_Coastline
N009.49.35.780 W085.19.56.739 N009.48.28.837 W085.17.57.501 COLOR_Coastline
N009.48.28.837 W085.17.57.501 N009.46.55.233 W085.16.31.807 COLOR_Coastline
N009.46.55.233 W085.16.31.807 N009.46.30.184 W085.16.28.878 COLOR_Coastline
N009.46.30.184 W085.16.28.878 N009.45.57.372 W085.16.30.196 COLOR_Coastline
N009.45.57.372 W085.16.30.196 N009.45.28.807 W085.16.22.725 COLOR_Coastline
N009.45.28.807 W085.16.22.725 N009.44.51.893 W085.14.52.491 COLOR_Coastline
N009.44.51.893 W085.14.52.491 N009.44.31.239 W085.14.19.093 COLOR_Coastline
N009.44.31.239 W085.14.19.093 N009.44.14.393 W085.14.04.298 COLOR_Coastline
N009.44.14.393 W085.14.04.298 N009.43.27.811 W085.13.44.815 COLOR_Coastline
N009.43.27.811 W085.13.44.815 N009.36.45.419 W085.08.44.815 COLOR_Coastline
N009.36.45.419 W085.08.44.815 N009.33.19.608 W085.07.04.181 COLOR_Coastline
N009.33.19.608 W085.07.04.181 N009.33.19.608 W085.06.37.667 COLOR_Coastline
N009.33.19.608 W085.06.37.667 N009.34.15.858 W085.05.54.600 COLOR_Coastline
N009.34.15.858 W085.05.54.600 N009.35.18.846 W085.05.21.641 COLOR_Coastline
N009.35.18.846 W085.05.21.641 N009.39.26.551 W085.04.02.979 COLOR_Coastline
N009.39.26.551 W085.04.02.979 N009.39.55.116 W085.03.45.401 COLOR_Coastline
N009.39.55.116 W085.03.45.401 N009.40.38.182 W085.02.20.147 COLOR_Coastline
N009.40.38.182 W085.02.20.147 N009.40.56.639 W085.02.06.964 COLOR_Coastline
N009.40.56.639 W085.02.06.964 N009.41.01.473 W085.01.47.335 COLOR_Coastline
N009.41.01.473 W085.01.47.335 N009.41.57.870 W084.59.50.733 COLOR_Coastline
N009.41.57.870 W084.59.50.733 N009.42.11.786 W084.59.41.944 COLOR_Coastline
N009.42.11.786 W084.59.41.944 N009.43.21.366 W085.00.37.315 COLOR_Coastline
N009.43.21.366 W085.00.37.315 N009.43.50.809 W085.00.53.282 COLOR_Coastline
N009.43.50.809 W085.00.53.282 N009.44.38.710 W085.00.27.354 COLOR_Coastline
N009.44.38.710 W085.00.27.354 N009.44.33.876 W084.59.27.442 COLOR_Coastline
N009.44.33.876 W084.59.27.442 N009.43.38.505 W084.57.34.503 COLOR_Coastline
N009.43.38.505 W084.57.34.503 N009.44.06.483 W084.57.19.708 COLOR_Coastline
N009.44.06.483 W084.57.19.708 N009.45.12.840 W084.57.01.251 COLOR_Coastline
N009.45.12.840 W084.57.01.251 N009.45.39.208 W084.56.45.284 COLOR_Coastline
N009.45.39.208 W084.56.45.284 N009.46.27.108 W084.55.20.470 COLOR_Coastline
N009.46.27.108 W084.55.20.470 N009.46.41.756 W084.55.06.993 COLOR_Coastline
N009.46.41.756 W084.55.06.993 N009.47.45.038 W084.54.43.263 COLOR_Coastline
N009.47.45.038 W084.54.43.263 N009.48.21.952 W084.53.47.745 COLOR_Coastline
N009.48.21.952 W084.53.47.745 N009.48.48.758 W084.52.43.292 COLOR_Coastline
N009.48.48.758 W084.52.43.292 N009.49.22.596 W084.51.52.608 COLOR_Coastline
N009.49.22.596 W084.51.52.608 N009.49.45.008 W084.51.52.608 COLOR_Coastline
N009.49.45.008 W084.51.52.608 N009.49.41.053 W084.54.02.247 COLOR_Coastline
N009.49.41.053 W084.54.02.247 N009.49.48.085 W084.55.05.089 COLOR_Coastline
N009.49.48.085 W084.55.05.089 N009.50.11.815 W084.55.58.263 COLOR_Coastline
N009.50.11.815 W084.55.58.263 N009.50.56.200 W084.55.14.757 COLOR_Coastline
N009.50.56.200 W084.55.14.757 N009.51.15.536 W084.54.47.071 COLOR_Coastline
N009.51.15.536 W084.54.47.071 N009.51.25.497 W084.54.17.774 COLOR_Coastline
N009.51.25.497 W084.54.17.774 N009.52.10.321 W084.55.05.089 COLOR_Coastline
N009.52.10.321 W084.55.05.089 N009.53.10.673 W084.55.48.595 COLOR_Coastline
N009.53.10.673 W084.55.48.595 N009.54.02.528 W084.55.51.817 COLOR_Coastline
N009.54.02.528 W084.55.51.817 N009.54.19.667 W084.54.40.040 COLOR_Coastline
N009.54.19.667 W084.54.40.040 N009.54.42.079 W084.54.40.040 COLOR_Coastline
N009.54.42.079 W084.54.40.040 N009.55.17.235 W084.55.21.349 COLOR_Coastline
N009.55.17.235 W084.55.21.349 N009.56.13.778 W084.56.52.022 COLOR_Coastline
N009.56.13.778 W084.56.52.022 N009.56.47.323 W084.57.34.503 COLOR_Coastline
N009.56.47.323 W084.57.34.503 N009.56.19.637 W084.58.39.249 COLOR_Coastline
N009.56.19.637 W084.58.39.249 N009.56.21.395 W084.59.48.097 COLOR_Coastline
N009.56.21.395 W084.59.48.097 N009.56.41.903 W085.00.52.257 COLOR_Coastline
N009.56.41.903 W085.00.52.257 N009.58.01.005 W085.03.11.270 COLOR_Coastline
N009.58.01.005 W085.03.11.270 N009.58.24.296 W085.04.08.692 COLOR_Coastline
N009.58.24.296 W085.04.08.692 N009.58.14.335 W085.04.34.327 COLOR_Coastline
N009.58.14.335 W085.04.34.327 N009.58.29.715 W085.05.01.866 COLOR_Coastline
N009.58.29.715 W085.05.01.866 N009.59.57.606 W085.08.40.274 COLOR_Coastline
N009.59.57.606 W085.08.40.274 N010.01.09.823 W085.10.02.599 COLOR_Coastline
N010.01.09.823 W085.10.02.599 N010.02.09.003 W085.11.10.128 COLOR_Coastline
N010.02.09.003 W085.11.10.128 N010.02.31.415 W085.11.10.128 COLOR_Coastline
N010.02.31.415 W085.11.10.128 N010.02.19.842 W085.10.43.761 COLOR_Coastline
N010.02.19.842 W085.10.43.761 N010.02.10.760 W085.10.12.999 COLOR_Coastline
N010.02.10.760 W085.10.12.999 N010.02.06.659 W085.09.40.626 COLOR_Coastline
N010.02.06.659 W085.09.40.626 N010.02.09.003 W085.09.09.278 COLOR_Coastline
N010.02.09.003 W085.09.09.278 N010.02.33.612 W085.09.14.698 COLOR_Coastline
N010.02.33.612 W085.09.14.698 N010.02.43.280 W085.09.27.296 COLOR_Coastline
N010.02.43.280 W085.09.27.296 N010.02.31.415 W085.09.56.300 COLOR_Coastline
N010.02.31.415 W085.09.56.300 N010.02.31.415 W085.10.18.712 COLOR_Coastline
N010.02.31.415 W085.10.18.712 N010.04.01.503 W085.11.06.173 COLOR_Coastline
N010.04.01.503 W085.11.06.173 N010.04.43.544 W085.11.45.284 COLOR_Coastline
N010.04.43.544 W085.11.45.284 N010.05.21.776 W085.13.35.294 COLOR_Coastline
N010.05.21.776 W085.13.35.294 N010.06.08.798 W085.14.17.774 COLOR_Coastline
N010.06.08.798 W085.14.17.774 N010.06.58.602 W085.14.24.366 COLOR_Coastline
N010.06.58.602 W085.14.24.366 N010.07.28.485 W085.13.37.491 COLOR_Coastline
N010.07.28.485 W085.13.37.491 N010.08.35.282 W085.14.19.972 COLOR_Coastline
N010.08.35.282 W085.14.19.972 N010.10.13.280 W085.14.41.651 COLOR_Coastline
N010.10.13.280 W085.14.41.651 N010.13.00.272 W085.14.51.173 COLOR_Coastline
N010.13.00.272 W085.14.51.173 N010.14.28.163 W085.15.15.050 COLOR_Coastline
N010.14.28.163 W085.15.15.050 N010.15.43.309 W085.16.59.054 COLOR_Coastline
N010.15.43.309 W085.16.59.054 N010.16.56.112 W085.17.21.026 COLOR_Coastline
N010.16.56.112 W085.17.21.026 N010.15.09.471 W085.14.46.485 COLOR_Coastline
N010.15.09.471 W085.14.46.485 N010.13.53.739 W085.13.43.643 COLOR_Coastline
N010.13.53.739 W085.13.43.643 N010.12.47.967 W085.14.04.298 COLOR_Coastline
N010.12.47.967 W085.14.04.298 N010.12.25.555 W085.14.04.298 COLOR_Coastline
N010.12.25.555 W085.14.04.298 N010.10.52.245 W085.12.34.063 COLOR_Coastline
N010.10.52.245 W085.12.34.063 N010.10.12.401 W085.11.36.495 COLOR_Coastline
N010.10.12.401 W085.11.36.495 N010.09.55.995 W085.10.32.042 COLOR_Coastline
N010.09.55.995 W085.10.32.042 N010.09.59.657 W085.06.28.438 COLOR_Coastline
N010.09.59.657 W085.06.28.438 N010.10.20.604 W085.05.23.546 COLOR_Coastline
N010.10.20.604 W085.05.23.546 N010.09.38.124 W085.04.36.378 COLOR_Coastline
N010.09.38.124 W085.04.36.378 N010.09.31.532 W085.04.22.315 COLOR_Coastline
N010.09.31.532 W085.04.22.315 N010.09.20.399 W085.04.06.056 COLOR_Coastline
N010.09.20.399 W085.04.06.056 N010.08.55.936 W085.04.13.087 COLOR_Coastline
N010.08.55.936 W085.04.13.087 N010.08.17.704 W085.04.34.327 COLOR_Coastline
N010.08.17.704 W085.04.34.327 N010.07.53.094 W085.04.02.540 COLOR_Coastline
N010.07.53.094 W085.04.02.540 N010.07.56.171 W085.03.42.032 COLOR_Coastline
N010.07.56.171 W085.03.42.032 N010.08.09.647 W085.03.26.505 COLOR_Coastline
N010.08.09.647 W085.03.26.505 N010.08.17.704 W085.03.08.487 COLOR_Coastline
N010.08.17.704 W085.03.08.487 N010.08.10.087 W085.02.45.782 COLOR_Coastline
N010.08.10.087 W085.02.45.782 N010.07.36.249 W085.02.08.722 COLOR_Coastline
N010.07.36.249 W085.02.08.722 N010.06.57.577 W085.00.50.059 COLOR_Coastline
N010.06.57.577 W085.00.50.059 N010.04.40.614 W084.58.22.403 COLOR_Coastline
N010.04.40.614 W084.58.22.403 N010.04.09.706 W084.57.22.198 COLOR_Coastline
N010.04.09.706 W084.57.22.198 N010.03.53.592 W084.57.39.483 COLOR_Coastline
N010.03.53.592 W084.57.39.483 N010.03.19.608 W084.57.07.257 COLOR_Coastline
N010.03.19.608 W084.57.07.257 N010.02.48.993 W084.56.21.554 COLOR_Coastline
N010.02.48.993 W084.56.21.554 N010.02.43.719 W084.55.58.263 COLOR_Coastline
N010.02.43.719 W084.55.58.263 N010.02.24.383 W084.55.41.710 COLOR_Coastline
N010.02.24.383 W084.55.41.710 N010.00.55.174 W084.53.53.165 COLOR_Coastline
N010.00.55.174 W084.53.53.165 N010.00.09.471 W084.52.27.325 COLOR_Coastline
N010.00.09.471 W084.52.27.325 N009.59.38.270 W084.50.54.747 COLOR_Coastline
N009.59.38.270 W084.50.54.747 N009.59.20.253 W084.49.12.354 COLOR_Coastline
N009.59.20.253 W084.49.12.354 N009.59.14.833 W084.47.17.657 COLOR_Coastline
N009.59.14.833 W084.47.17.657 N009.58.50.223 W084.47.17.657 COLOR_Coastline
N009.58.50.223 W084.47.17.657 N009.58.51.102 W084.49.22.462 COLOR_Coastline
N009.58.51.102 W084.49.22.462 N009.58.44.950 W084.50.19.151 COLOR_Coastline
N009.58.44.950 W084.50.19.151 N009.58.27.811 W084.51.03.390 COLOR_Coastline
N009.58.27.811 W084.51.03.390 N009.58.01.005 W084.51.03.390 COLOR_Coastline
N009.58.01.005 W084.51.03.390 N009.58.32.352 W084.45.44.347 COLOR_Coastline
N009.58.32.352 W084.45.44.347 N009.58.01.005 W084.44.01.075 COLOR_Coastline
N009.58.01.005 W084.44.01.075 N009.57.08.270 W084.44.19.679 COLOR_Coastline
N009.57.08.270 W084.44.19.679 N009.56.33.260 W084.44.03.419 COLOR_Coastline
N009.56.33.260 W084.44.03.419 N009.55.21.190 W084.42.34.942 COLOR_Coastline
N009.55.21.190 W084.42.34.942 N009.53.58.573 W084.43.25.626 COLOR_Coastline
N009.53.58.573 W084.43.25.626 N009.53.04.081 W084.43.33.390 COLOR_Coastline
N009.53.04.081 W084.43.33.390 N009.52.39.325 W084.42.34.942 COLOR_Coastline
N009.52.39.325 W084.42.34.942 N009.52.07.831 W084.41.54.220 COLOR_Coastline
N009.52.07.831 W084.41.54.220 N009.48.33.378 W084.39.28.614 COLOR_Coastline
N009.48.33.378 W084.39.28.614 N009.47.37.567 W084.38.32.511 COLOR_Coastline
N009.47.37.567 W084.38.32.511 N009.47.00.214 W084.38.04.386 COLOR_Coastline
N009.47.00.214 W084.38.04.386 N009.46.17.147 W084.37.52.374 COLOR_Coastline
N009.46.17.147 W084.37.52.374 N009.45.25.292 W084.38.03.946 COLOR_Coastline
N009.45.25.292 W084.38.03.946 N009.44.46.034 W084.38.29.288 COLOR_Coastline
N009.44.46.034 W084.38.29.288 N009.44.15.712 W084.38.54.483 COLOR_Coastline
N009.44.15.712 W084.38.54.483 N009.43.14.774 W084.39.18.946 COLOR_Coastline
N009.43.14.774 W084.39.18.946 N009.42.13.690 W084.40.20.909 COLOR_Coastline
N009.42.13.690 W084.40.20.909 N009.41.33.260 W084.40.42.149 COLOR_Coastline
N009.41.33.260 W084.40.42.149 N009.41.00.741 W084.40.41.124 COLOR_Coastline
N009.41.00.741 W084.40.41.124 N009.40.23.827 W084.40.31.895 COLOR_Coastline
N009.40.23.827 W084.40.31.895 N009.39.44.569 W084.40.27.940 COLOR_Coastline
N009.39.44.569 W084.40.27.940 N009.39.03.700 W084.40.42.149 COLOR_Coastline
