[GEO] Natural Earth 10m Coastline
N009.03.43.046 W071.41.10.128 N009.02.58.661 W071.38.45.255 COLOR_Coastline
N009.02.58.661 W071.38.45.255 N009.02.32.294 W071.36.07.931 COLOR_Coastline
N009.02.32.294 W071.36.07.931 N009.02.29.657 W071.33.27.677 COLOR_Coastline
N009.02.29.657 W071.33.27.677 N009.02.56.317 W071.30.53.282 COLOR_Coastline
N009.02.56.317 W071.30.53.282 N009.05.35.985 W071.22.17.071 COLOR_Coastline
N009.05.35.985 W071.22.17.071 N009.08.06.278 W071.16.24.776 COLOR_Coastline
N009.08.06.278 W071.16.24.776 N009.09.20.692 W071.14.27.735 COLOR_Coastline
N009.09.20.692 W071.14.27.735 N009.10.45.360 W071.13.14.200 COLOR_Coastline
N009.10.45.360 W071.13.14.200 N009.13.55.790 W071.12.23.077 COLOR_Coastline
N009.13.55.790 W071.12.23.077 N009.14.47.352 W071.11.14.962 COLOR_Coastline
N009.14.47.352 W071.11.14.962 N009.16.43.514 W071.09.42.677 COLOR_Coastline
N009.16.43.514 W071.09.42.677 N009.17.18.671 W071.09.06.202 COLOR_Coastline
N009.17.18.671 W071.09.06.202 N009.17.28.485 W071.08.35.001 COLOR_Coastline
N009.17.28.485 W071.08.35.001 N009.17.41.083 W071.07.01.251 COLOR_Coastline
N009.17.41.083 W071.07.01.251 N009.17.53.827 W071.06.35.030 COLOR_Coastline
N009.17.53.827 W071.06.35.030 N009.18.10.380 W071.06.10.860 COLOR_Coastline
N009.18.10.380 W071.06.10.860 N009.18.24.149 W071.05.44.493 COLOR_Coastline
N009.18.24.149 W071.05.44.493 N009.18.30.301 W071.05.11.681 COLOR_Coastline
N009.18.30.301 W071.05.11.681 N009.18.48.758 W071.04.22.169 COLOR_Coastline
N009.18.48.758 W071.04.22.169 N009.19.35.926 W071.03.44.669 COLOR_Coastline
N009.19.35.926 W071.03.44.669 N009.20.40.087 W071.03.23.429 COLOR_Coastline
N009.20.40.087 W071.03.23.429 N009.21.48.934 W071.03.22.110 COLOR_Coastline
N009.21.48.934 W071.03.22.110 N009.25.08.446 W071.04.24.073 COLOR_Coastline
N009.25.08.446 W071.04.24.073 N009.30.09.032 W071.04.45.313 COLOR_Coastline
N009.30.09.032 W071.04.45.313 N009.31.16.708 W071.04.58.204 COLOR_Coastline
N009.31.16.708 W071.04.58.204 N009.32.02.997 W071.05.17.686 COLOR_Coastline
N009.32.02.997 W071.05.17.686 N009.32.38.739 W071.05.26.915 COLOR_Coastline
N009.32.38.739 W071.05.26.915 N009.33.19.462 W071.05.24.864 COLOR_Coastline
N009.33.19.462 W071.05.24.864 N009.33.48.319 W071.05.08.458 COLOR_Coastline
N009.33.48.319 W071.05.08.458 N009.35.22.362 W071.03.57.852 COLOR_Coastline
N009.35.22.362 W071.03.57.852 N009.36.07.186 W071.03.58.585 COLOR_Coastline
N009.36.07.186 W071.03.58.585 N009.40.21.923 W071.02.55.304 COLOR_Coastline
N009.40.21.923 W071.02.55.304 N009.43.11.698 W071.02.55.304 COLOR_Coastline
N009.43.11.698 W071.02.55.304 N009.43.35.428 W071.02.31.720 COLOR_Coastline
N009.43.35.428 W071.02.31.720 N009.43.58.133 W071.02.15.313 COLOR_Coastline
N009.43.58.133 W071.02.15.313 N009.44.25.380 W071.02.06.231 COLOR_Coastline
N009.44.25.380 W071.02.06.231 N009.44.38.710 W071.02.08.282 COLOR_Coastline
N009.44.38.710 W071.02.08.282 N009.45.39.208 W071.02.30.694 COLOR_Coastline
N009.45.39.208 W071.02.30.694 N009.46.35.458 W071.03.16.397 COLOR_Coastline
N009.46.35.458 W071.03.16.397 N009.47.34.051 W071.04.18.653 COLOR_Coastline
N009.47.34.051 W071.04.18.653 N009.48.43.192 W071.05.10.216 COLOR_Coastline
N009.48.43.192 W071.05.10.216 N009.50.11.815 W071.05.24.864 COLOR_Coastline
N009.50.11.815 W071.05.24.864 N009.50.17.235 W071.04.47.071 COLOR_Coastline
N009.50.17.235 W071.04.47.071 N009.50.29.833 W071.04.22.169 COLOR_Coastline
N009.50.29.833 W071.04.22.169 N009.51.00.887 W071.04.11.329 COLOR_Coastline
N009.51.00.887 W071.04.11.329 N009.51.28.280 W071.04.20.704 COLOR_Coastline
N009.51.28.280 W071.04.20.704 N009.52.39.325 W071.05.24.864 COLOR_Coastline
N009.52.39.325 W071.05.24.864 N009.54.19.227 W071.06.30.489 COLOR_Coastline
N009.54.19.227 W071.06.30.489 N009.58.15.360 W071.09.44.874 COLOR_Coastline
N009.58.15.360 W071.09.44.874 N009.59.07.069 W071.11.02.071 COLOR_Coastline
N009.59.07.069 W071.11.02.071 N009.58.50.223 W071.12.24.981 COLOR_Coastline
N009.58.50.223 W071.12.24.981 N010.04.12.196 W071.13.42.618 COLOR_Coastline
N010.04.12.196 W071.13.42.618 N010.06.52.450 W071.14.44.434 COLOR_Coastline
N010.06.52.450 W071.14.44.434 N010.09.06.923 W071.16.04.122 COLOR_Coastline
N010.09.06.923 W071.16.04.122 N010.11.25.790 W071.18.21.524 COLOR_Coastline
N010.11.25.790 W071.18.21.524 N010.12.24.237 W071.19.42.384 COLOR_Coastline
N010.12.24.237 W071.19.42.384 N010.13.11.844 W071.21.49.972 COLOR_Coastline
N010.13.11.844 W071.21.49.972 N010.14.10.438 W071.22.23.516 COLOR_Coastline
N010.14.10.438 W071.22.23.516 N010.16.31.356 W071.23.03.946 COLOR_Coastline
N010.16.31.356 W071.23.03.946 N010.17.19.110 W071.23.35.440 COLOR_Coastline
N010.17.19.110 W071.23.35.440 N010.18.48.465 W071.24.51.905 COLOR_Coastline
N010.18.48.465 W071.24.51.905 N010.20.35.399 W071.25.21.349 COLOR_Coastline
N010.20.35.399 W071.25.21.349 N010.21.34.286 W071.25.55.919 COLOR_Coastline
N010.21.34.286 W071.25.55.919 N010.23.04.813 W071.27.12.091 COLOR_Coastline
N010.23.04.813 W071.27.12.091 N010.23.42.899 W071.27.52.227 COLOR_Coastline
N010.23.42.899 W071.27.52.227 N010.24.06.483 W071.28.09.659 COLOR_Coastline
N010.24.06.483 W071.28.09.659 N010.24.43.251 W071.28.25.919 COLOR_Coastline
N010.24.43.251 W071.28.25.919 N010.25.17.674 W071.28.30.313 COLOR_Coastline
N010.25.17.674 W071.28.30.313 N010.26.14.950 W071.28.07.901 COLOR_Coastline
N010.26.14.950 W071.28.07.901 N010.29.20.692 W071.27.45.929 COLOR_Coastline
N010.29.20.692 W071.27.45.929 N010.30.07.714 W071.27.58.673 COLOR_Coastline
N010.30.07.714 W071.27.58.673 N010.30.54.149 W071.28.52.725 COLOR_Coastline
N010.30.54.149 W071.28.52.725 N010.32.41.083 W071.31.35.323 COLOR_Coastline
N010.32.41.083 W071.31.35.323 N010.33.53.592 W071.32.29.669 COLOR_Coastline
N010.33.53.592 W071.32.29.669 N010.35.24.266 W071.32.31.720 COLOR_Coastline
N010.35.24.266 W071.32.31.720 N010.35.52.684 W071.32.14.874 COLOR_Coastline
N010.35.52.684 W071.32.14.874 N010.37.36.981 W071.30.10.216 COLOR_Coastline
N010.37.36.981 W071.30.10.216 N010.37.40.790 W071.30.00.401 COLOR_Coastline
N010.37.40.790 W071.30.00.401 N010.37.50.165 W071.30.17.100 COLOR_Coastline
N010.37.50.165 W071.30.17.100 N010.40.35.399 W071.31.58.321 COLOR_Coastline
N010.40.35.399 W071.31.58.321 N010.41.10.848 W071.32.07.110 COLOR_Coastline
N010.41.10.848 W071.32.07.110 N010.41.59.188 W071.32.01.837 COLOR_Coastline
N010.41.59.188 W071.32.01.837 N010.43.33.231 W071.31.40.743 COLOR_Coastline
N010.43.33.231 W071.31.40.743 N010.44.27.430 W071.31.40.450 COLOR_Coastline
N010.44.27.430 W071.31.40.450 N010.45.09.618 W071.31.52.901 COLOR_Coastline
N010.45.09.618 W071.31.52.901 N010.45.37.743 W071.32.16.632 COLOR_Coastline
N010.45.37.743 W071.32.16.632 N010.46.32.528 W071.33.20.792 COLOR_Coastline
N010.46.32.528 W071.33.20.792 N010.47.32.001 W071.33.59.317 COLOR_Coastline
N010.47.32.001 W071.33.59.317 N010.47.57.489 W071.34.23.048 COLOR_Coastline
N010.47.57.489 W071.34.23.048 N010.48.10.673 W071.34.59.229 COLOR_Coastline
N010.48.10.673 W071.34.59.229 N010.48.33.231 W071.34.59.229 COLOR_Coastline
N010.48.33.231 W071.34.59.229 N010.48.45.536 W071.30.35.997 COLOR_Coastline
N010.48.45.536 W071.30.35.997 N010.48.33.817 W071.28.41.300 COLOR_Coastline
N010.48.33.817 W071.28.41.300 N010.47.46.356 W071.26.45.284 COLOR_Coastline
N010.47.46.356 W071.26.45.284 N010.49.08.094 W071.26.07.052 COLOR_Coastline
N010.49.08.094 W071.26.07.052 N010.50.19.872 W071.26.23.458 COLOR_Coastline
N010.50.19.872 W071.26.23.458 N010.51.23.006 W071.26.57.735 COLOR_Coastline
N010.51.23.006 W071.26.57.735 N010.52.18.817 W071.27.12.091 COLOR_Coastline
N010.52.18.817 W071.27.12.091 N010.53.12.870 W071.26.47.042 COLOR_Coastline
N010.53.12.870 W071.26.47.042 N010.54.09.999 W071.25.19.298 COLOR_Coastline
N010.54.09.999 W071.25.19.298 N010.55.08.739 W071.24.44.874 COLOR_Coastline
N010.55.08.739 W071.24.44.874 N010.55.07.274 W071.26.17.599 COLOR_Coastline
N010.55.07.274 W071.26.17.599 N010.55.13.426 W071.26.51.583 COLOR_Coastline
N010.55.13.426 W071.26.51.583 N010.55.33.348 W071.27.34.503 COLOR_Coastline
N010.55.33.348 W071.27.34.503 N010.56.02.499 W071.28.10.538 COLOR_Coastline
N010.56.02.499 W071.28.10.538 N010.57.13.690 W071.29.18.946 COLOR_Coastline
N010.57.13.690 W071.29.18.946 N010.57.36.102 W071.30.04.063 COLOR_Coastline
N010.57.36.102 W071.30.04.063 N010.58.29.715 W071.27.29.962 COLOR_Coastline
N010.58.29.715 W071.27.29.962 N010.58.48.173 W071.25.06.407 COLOR_Coastline
N010.58.48.173 W071.25.06.407 N010.58.49.930 W071.20.09.776 COLOR_Coastline
N010.58.49.930 W071.20.09.776 N010.59.11.903 W071.17.38.165 COLOR_Coastline
N010.59.11.903 W071.17.38.165 N010.59.29.188 W071.16.55.245 COLOR_Coastline
N010.59.29.188 W071.16.55.245 N011.02.02.850 W071.10.33.360 COLOR_Coastline
N011.02.02.850 W071.10.33.360 N011.03.36.014 W071.07.52.520 COLOR_Coastline
N011.03.36.014 W071.07.52.520 N011.04.06.044 W071.07.20.001 COLOR_Coastline
N011.04.06.044 W071.07.20.001 N011.05.25.438 W071.03.44.522 COLOR_Coastline
N011.05.25.438 W071.03.44.522 N011.11.46.590 W070.52.10.919 COLOR_Coastline
N011.11.46.590 W070.52.10.919 N011.14.13.368 W070.42.47.540 COLOR_Coastline
N011.14.13.368 W070.42.47.540 N011.14.52.919 W070.41.08.224 COLOR_Coastline
N011.14.52.919 W070.41.08.224 N011.14.19.374 W070.39.50.880 COLOR_Coastline
N011.14.19.374 W070.39.50.880 N011.14.21.131 W070.37.47.100 COLOR_Coastline
N011.14.21.131 W070.37.47.100 N011.15.11.376 W070.30.50.059 COLOR_Coastline
N011.15.11.376 W070.30.50.059 N011.15.49.901 W070.29.45.899 COLOR_Coastline
N011.15.49.901 W070.29.45.899 N011.17.20.428 W070.28.48.477 COLOR_Coastline
N011.17.20.428 W070.28.48.477 N011.17.07.098 W070.29.23.341 COLOR_Coastline
N011.17.07.098 W070.29.23.341 N011.16.45.419 W070.29.52.345 COLOR_Coastline
N011.16.45.419 W070.29.52.345 N011.16.16.708 W070.30.14.024 COLOR_Coastline
N011.16.16.708 W070.30.14.024 N011.15.41.991 W070.30.26.768 COLOR_Coastline
N011.15.41.991 W070.30.26.768 N011.17.10.907 W070.30.38.194 COLOR_Coastline
N011.17.10.907 W070.30.38.194 N011.17.42.401 W070.29.11.182 COLOR_Coastline
N011.17.42.401 W070.29.11.182 N011.17.15.349 W070.26.02.214 COLOR_Coastline
N011.17.15.349 W070.26.02.214 N011.17.49.143 W070.24.03.552 COLOR_Coastline
N011.17.49.143 W070.24.03.552 N011.19.58.192 W070.19.27.589 COLOR_Coastline
N011.19.58.192 W070.19.27.589 N011.21.25.497 W070.17.16.632 COLOR_Coastline
N011.21.25.497 W070.17.16.632 N011.21.22.813 W070.16.07.002 COLOR_Coastline
N011.21.22.813 W070.16.07.002 N011.21.05.714 W070.13.51.843 COLOR_Coastline
N011.21.05.714 W070.13.51.843 N011.22.34.930 W070.10.48.009 COLOR_Coastline
N011.22.34.930 W070.10.48.009 N011.24.05.165 W070.09.32.423 COLOR_Coastline
N011.24.05.165 W070.09.32.423 N011.25.44.188 W070.08.42.618 COLOR_Coastline
N011.25.44.188 W070.08.42.618 N011.26.50.106 W070.08.39.688 COLOR_Coastline
N011.26.50.106 W070.08.39.688 N011.27.15.883 W070.08.45.614 COLOR_Coastline
N011.27.15.883 W070.08.45.614 N011.27.39.314 W070.09.11.556 COLOR_Coastline
N011.27.39.314 W070.09.11.556 N011.27.46.558 W070.09.51.851 COLOR_Coastline
N011.27.46.558 W070.09.51.851 N011.28.11.907 W070.09.16.078 COLOR_Coastline
N011.28.11.907 W070.09.16.078 N011.28.06.941 W070.08.28.646 COLOR_Coastline
N011.28.06.941 W070.08.28.646 N011.27.43.334 W070.07.36.597 COLOR_Coastline
N011.27.43.334 W070.07.36.597 N011.26.58.953 W070.07.08.429 COLOR_Coastline
N011.26.58.953 W070.07.08.429 N011.26.19.173 W070.06.33.111 COLOR_Coastline
N011.26.19.173 W070.06.33.111 N011.25.46.369 W070.05.57.746 COLOR_Coastline
N011.25.46.369 W070.05.57.746 N011.26.02.499 W070.05.17.247 COLOR_Coastline
N011.26.02.499 W070.05.17.247 N011.26.37.801 W070.04.58.497 COLOR_Coastline
N011.26.37.801 W070.04.58.497 N011.27.26.434 W070.04.44.434 COLOR_Coastline
N011.27.26.434 W070.04.44.434 N011.27.24.969 W070.04.10.890 COLOR_Coastline
N011.27.24.969 W070.04.10.890 N011.27.02.997 W070.03.30.460 COLOR_Coastline
N011.27.02.997 W070.03.30.460 N011.26.50.106 W070.02.55.450 COLOR_Coastline
N011.26.50.106 W070.02.55.450 N011.26.27.108 W070.02.28.204 COLOR_Coastline
N011.26.27.108 W070.02.28.204 N011.26.27.255 W070.02.11.505 COLOR_Coastline
N011.26.27.255 W070.02.11.505 N011.27.01.385 W070.02.04.181 COLOR_Coastline
N011.27.01.385 W070.02.04.181 N011.27.35.663 W070.02.04.327 COLOR_Coastline
N011.27.35.663 W070.02.04.327 N011.27.59.540 W070.02.09.161 COLOR_Coastline
N011.27.59.540 W070.02.09.161 N011.28.15.360 W070.02.24.395 COLOR_Coastline
N011.28.15.360 W070.02.24.395 N011.28.26.200 W070.02.55.450 COLOR_Coastline
N011.28.26.200 W070.02.55.450 N011.28.42.606 W070.02.51.349 COLOR_Coastline
N011.28.42.606 W070.02.51.349 N011.28.53.446 W070.02.46.954 COLOR_Coastline
N011.28.53.446 W070.02.46.954 N011.29.17.616 W070.02.28.790 COLOR_Coastline
N011.29.17.616 W070.02.28.790 N011.29.35.527 W070.03.21.166 COLOR_Coastline
N011.29.35.527 W070.03.21.166 N011.30.23.336 W070.03.14.073 COLOR_Coastline
N011.30.23.336 W070.03.14.073 N011.31.14.510 W070.05.48.448 COLOR_Coastline
N011.31.14.510 W070.05.48.448 N011.31.20.663 W070.07.11.505 COLOR_Coastline
N011.31.20.663 W070.07.11.505 N011.31.30.770 W070.07.23.370 COLOR_Coastline
N011.31.30.770 W070.07.23.370 N011.31.51.424 W070.07.06.817 COLOR_Coastline
N011.31.51.424 W070.07.06.817 N011.31.50.550 W070.06.40.585 COLOR_Coastline
N011.31.50.550 W070.06.40.585 N011.31.51.838 W070.05.46.685 COLOR_Coastline
N011.31.51.838 W070.05.46.685 N011.32.20.099 W070.06.16.797 COLOR_Coastline
N011.32.20.099 W070.06.16.797 N011.32.35.804 W070.06.58.219 COLOR_Coastline
N011.32.35.804 W070.06.58.219 N011.32.50.320 W070.07.46.399 COLOR_Coastline
N011.32.50.320 W070.07.46.399 N011.33.14.267 W070.08.29.685 COLOR_Coastline
N011.33.14.267 W070.08.29.685 N011.34.06.763 W070.09.41.751 COLOR_Coastline
N011.34.06.763 W070.09.41.751 N011.33.32.751 W070.07.21.955 COLOR_Coastline
N011.33.32.751 W070.07.21.955 N011.32.38.029 W070.05.42.983 COLOR_Coastline
N011.32.38.029 W070.05.42.983 N011.31.47.856 W070.04.05.661 COLOR_Coastline
N011.31.47.856 W070.04.05.661 N011.31.16.064 W070.03.01.891 COLOR_Coastline
N011.31.16.064 W070.03.01.891 N011.31.07.606 W070.02.31.634 COLOR_Coastline
N011.31.07.606 W070.02.31.634 N011.30.50.664 W070.01.27.746 COLOR_Coastline
N011.30.50.664 W070.01.27.746 N011.30.56.053 W070.00.28.087 COLOR_Coastline
N011.30.56.053 W070.00.28.087 N011.30.39.188 W069.59.25.155 COLOR_Coastline
N011.30.39.188 W069.59.25.155 N011.30.10.427 W069.58.32.250 COLOR_Coastline
N011.30.10.427 W069.58.32.250 N011.30.38.349 W069.57.24.400 COLOR_Coastline
N011.30.38.349 W069.57.24.400 N011.31.11.185 W069.56.45.521 COLOR_Coastline
N011.31.11.185 W069.56.45.521 N011.30.47.018 W069.55.33.236 COLOR_Coastline
N011.30.47.018 W069.55.33.236 N011.29.50.115 W069.55.14.323 COLOR_Coastline
N011.29.50.115 W069.55.14.323 N011.29.35.714 W069.54.45.441 COLOR_Coastline
N011.29.35.714 W069.54.45.441 N011.29.44.840 W069.53.57.030 COLOR_Coastline
N011.29.44.840 W069.53.57.030 N011.28.43.124 W069.53.33.423 COLOR_Coastline
N011.28.43.124 W069.53.33.423 N011.28.09.581 W069.52.35.693 COLOR_Coastline
N011.28.09.581 W069.52.35.693 N011.27.31.196 W069.51.23.488 COLOR_Coastline
N011.27.31.196 W069.51.23.488 N011.26.10.433 W069.50.40.576 COLOR_Coastline
N011.26.10.433 W069.50.40.576 N011.25.32.176 W069.48.50.675 COLOR_Coastline
N011.25.32.176 W069.48.50.675 N011.26.12.167 W069.47.41.681 COLOR_Coastline
N011.26.12.167 W069.47.41.681 N011.27.03.583 W069.47.21.173 COLOR_Coastline
N011.27.03.583 W069.47.21.173 N011.28.05.106 W069.45.35.997 COLOR_Coastline
N011.28.05.106 W069.45.35.997 N011.28.50.809 W069.44.49.708 COLOR_Coastline
N011.28.50.809 W069.44.49.708 N011.30.12.108 W069.44.37.110 COLOR_Coastline
N011.30.12.108 W069.44.37.110 N011.32.15.594 W069.45.53.136 COLOR_Coastline
N011.32.15.594 W069.45.53.136 N011.33.25.614 W069.45.38.927 COLOR_Coastline
N011.33.25.614 W069.45.38.927 N011.34.06.923 W069.46.08.956 COLOR_Coastline
N011.34.06.923 W069.46.08.956 N011.36.56.405 W069.47.06.524 COLOR_Coastline
N011.36.56.405 W069.47.06.524 N011.38.43.192 W069.47.28.936 COLOR_Coastline
N011.38.43.192 W069.47.28.936 N011.41.37.215 W069.48.57.706 COLOR_Coastline
N011.41.37.215 W069.48.57.706 N011.41.37.215 W069.49.19.825 COLOR_Coastline
N011.41.37.215 W069.49.19.825 N011.40.30.858 W069.49.30.079 COLOR_Coastline
N011.40.30.858 W069.49.30.079 N011.40.38.036 W069.49.58.790 COLOR_Coastline
N011.40.38.036 W069.49.58.790 N011.41.15.243 W069.50.32.481 COLOR_Coastline
N011.41.15.243 W069.50.32.481 N011.41.37.215 W069.50.58.263 COLOR_Coastline
N011.41.37.215 W069.50.58.263 N011.41.25.350 W069.51.45.431 COLOR_Coastline
N011.41.25.350 W069.51.45.431 N011.41.00.008 W069.52.15.606 COLOR_Coastline
N011.41.00.008 W069.52.15.606 N011.40.35.106 W069.52.34.942 COLOR_Coastline
N011.40.35.106 W069.52.34.942 N011.40.23.680 W069.52.48.858 COLOR_Coastline
N011.40.23.680 W069.52.48.858 N011.39.30.360 W069.55.39.806 COLOR_Coastline
N011.39.30.360 W069.55.39.806 N011.39.24.061 W069.57.00.225 COLOR_Coastline
N011.39.24.061 W069.57.00.225 N011.40.23.680 W069.56.42.501 COLOR_Coastline
N011.40.23.680 W069.56.42.501 N011.39.18.934 W069.59.07.813 COLOR_Coastline
N011.39.18.934 W069.59.07.813 N011.39.09.852 W069.59.48.975 COLOR_Coastline
N011.39.09.852 W069.59.48.975 N011.39.06.483 W070.01.36.349 COLOR_Coastline
N011.39.06.483 W070.01.36.349 N011.38.55.057 W070.02.29.376 COLOR_Coastline
N011.38.55.057 W070.02.29.376 N011.38.31.766 W070.03.06.729 COLOR_Coastline
N011.38.31.766 W070.03.06.729 N011.37.54.852 W070.04.25.684 COLOR_Coastline
N011.37.54.852 W070.04.25.684 N011.37.33.465 W070.08.18.009 COLOR_Coastline
N011.37.33.465 W070.08.18.009 N011.36.09.676 W070.11.11.446 COLOR_Coastline
N011.36.09.676 W070.11.11.446 N011.36.32.674 W070.12.42.413 COLOR_Coastline
N011.36.32.674 W070.12.42.413 N011.37.40.350 W070.13.47.599 COLOR_Coastline
N011.37.40.350 W070.13.47.599 N011.39.09.852 W070.13.59.317 COLOR_Coastline
N011.39.09.852 W070.13.59.317 N011.39.34.169 W070.13.45.694 COLOR_Coastline
N011.39.34.169 W070.13.45.694 N011.40.21.630 W070.13.02.481 COLOR_Coastline
N011.40.21.630 W070.13.02.481 N011.40.48.290 W070.12.47.686 COLOR_Coastline
N011.40.48.290 W070.12.47.686 N011.41.13.924 W070.12.44.610 COLOR_Coastline
N011.41.13.924 W070.12.44.610 N011.41.30.624 W070.12.51.934 COLOR_Coastline
N011.41.30.624 W070.12.51.934 N011.41.45.126 W070.13.02.481 COLOR_Coastline
N011.41.45.126 W070.13.02.481 N011.42.04.022 W070.13.10.099 COLOR_Coastline
N011.42.04.022 W070.13.10.099 N011.43.40.262 W070.13.10.099 COLOR_Coastline
N011.43.40.262 W070.13.10.099 N011.43.46.122 W070.13.17.130 COLOR_Coastline
N011.43.46.122 W070.13.17.130 N011.44.31.239 W070.13.49.942 COLOR_Coastline
N011.44.31.239 W070.13.49.942 N011.44.54.090 W070.13.59.317 COLOR_Coastline
N011.44.54.090 W070.13.59.317 N011.44.41.346 W070.13.37.784 COLOR_Coastline
N011.44.41.346 W070.13.37.784 N011.44.16.883 W070.12.42.266 COLOR_Coastline
N011.44.16.883 W070.12.42.266 N011.44.04.872 W070.12.20.880 COLOR_Coastline
N011.44.04.872 W070.12.20.880 N011.45.45.067 W070.12.21.319 COLOR_Coastline
N011.45.45.067 W070.12.21.319 N011.46.27.548 W070.12.28.790 COLOR_Coastline
N011.46.27.548 W070.12.28.790 N011.46.59.188 W070.12.47.686 COLOR_Coastline
N011.46.59.188 W070.12.47.686 N011.47.18.231 W070.13.26.212 COLOR_Coastline
N011.47.18.231 W070.13.26.212 N011.46.52.303 W070.13.44.376 COLOR_Coastline
N011.46.52.303 W070.13.44.376 N011.46.10.995 W070.13.58.878 COLOR_Coastline
N011.46.10.995 W070.13.58.878 N011.45.43.016 W070.14.26.124 COLOR_Coastline
N011.45.43.016 W070.14.26.124 N011.46.45.712 W070.14.43.263 COLOR_Coastline
N011.46.45.712 W070.14.43.263 N011.48.59.745 W070.16.02.071 COLOR_Coastline
N011.48.59.745 W070.16.02.071 N011.49.22.157 W070.16.19.649 COLOR_Coastline
N011.49.22.157 W070.16.19.649 N011.49.32.411 W070.16.35.470 COLOR_Coastline
N011.49.32.411 W070.16.35.470 N011.49.48.524 W070.16.46.895 COLOR_Coastline
N011.49.48.524 W070.16.46.895 N011.51.04.110 W070.16.53.780 COLOR_Coastline
N011.51.04.110 W070.16.53.780 N011.51.26.376 W070.17.04.327 COLOR_Coastline
N011.51.26.376 W070.17.04.327 N011.51.34.579 W070.17.27.618 COLOR_Coastline
N011.51.34.579 W070.17.27.618 N011.51.29.305 W070.18.07.169 COLOR_Coastline
N011.51.29.305 W070.18.07.169 N011.52.18.817 W070.17.48.419 COLOR_Coastline
N011.52.18.817 W070.17.48.419 N011.54.31.239 W070.17.20.294 COLOR_Coastline
N011.54.31.239 W070.17.20.294 N011.55.23.973 W070.17.15.899 COLOR_Coastline
N011.55.23.973 W070.17.15.899 N011.56.22.714 W070.17.00.811 COLOR_Coastline
N011.56.22.714 W070.17.00.811 N011.58.17.850 W070.15.54.747 COLOR_Coastline
N011.58.17.850 W070.15.54.747 N011.59.29.921 W070.15.39.806 COLOR_Coastline
N011.59.29.921 W070.15.39.806 N012.00.24.559 W070.15.16.661 COLOR_Coastline
N012.00.24.559 W070.15.16.661 N012.02.30.536 W070.13.25.626 COLOR_Coastline
N012.02.30.536 W070.13.25.626 N012.03.24.442 W070.12.47.686 COLOR_Coastline
N012.03.24.442 W070.12.47.686 N012.04.24.794 W070.12.36.114 COLOR_Coastline
N012.04.24.794 W070.12.36.114 N012.06.09.823 W070.12.40.655 COLOR_Coastline
N012.06.09.823 W070.12.40.655 N012.06.43.221 W070.12.20.880 COLOR_Coastline
N012.06.43.221 W070.12.20.880 N012.06.47.176 W070.09.43.556 COLOR_Coastline
N012.06.47.176 W070.09.43.556 N012.07.04.755 W070.08.39.395 COLOR_Coastline
N012.07.04.755 W070.08.39.395 N012.07.43.719 W070.07.37.286 COLOR_Coastline
N012.07.43.719 W070.07.37.286 N012.10.53.270 W070.03.52.432 COLOR_Coastline
N012.10.53.270 W070.03.52.432 N012.11.38.387 W070.02.28.790 COLOR_Coastline
N012.11.38.387 W070.02.28.790 N012.11.56.112 W070.01.03.829 COLOR_Coastline
N012.11.56.112 W070.01.03.829 N012.11.36.630 W070.00.12.559 COLOR_Coastline
N012.11.36.630 W070.00.12.559 N012.11.05.282 W069.59.25.099 COLOR_Coastline
N012.11.05.282 W069.59.25.099 N012.10.28.221 W069.56.39.132 COLOR_Coastline
N012.10.28.221 W069.56.39.132 N012.09.34.608 W069.55.31.309 COLOR_Coastline
N012.09.34.608 W069.55.31.309 N012.00.54.735 W069.50.07.140 COLOR_Coastline
N012.00.54.735 W069.50.07.140 N011.58.29.423 W069.49.19.825 COLOR_Coastline
N011.58.29.423 W069.49.19.825 N011.55.56.786 W069.49.00.343 COLOR_Coastline
N011.55.56.786 W069.49.00.343 N011.50.46.971 W069.48.57.266 COLOR_Coastline
N011.50.46.971 W069.48.57.266 N011.48.13.016 W069.48.30.899 COLOR_Coastline
N011.48.13.016 W069.48.30.899 N011.37.56.171 W069.44.49.708 COLOR_Coastline
